slug,album,category,country,year,label,assigned,rule_a,rule_b,score
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Autumn,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Bees,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Big Five,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Birds,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Birds in Flight,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Birds of Prey,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Boats and Ships,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Coast and Sea,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Drought,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Elephants,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Feeding,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Flowers,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Fungi,1,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Gulls,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Insects,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Martello Towers,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Mountains,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Reflections,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Seabirds,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Silhouettes,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Skies and Cloud,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Skylines,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Spring,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Sunrise and Sunset,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Trees,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Waterbirds,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Waterfronts and Harbours,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Wild Cats,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Winter,0,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Woodland,1,0,0,0.000
a-single-mushroom,"Massy's Wood, October 2024",Nature,Ireland,2024,Young Animals,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Acacias,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Aircraft,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Antelope,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Autumn,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Bees,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Big Five,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Birds,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Birds in Flight,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Birds of Prey,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Boats and Ships,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Coast and Sea,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Drought,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Elephants,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Feeding,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Flowers,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Fungi,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Gulls,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Insects,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Martello Towers,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Mountains,1,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Reflections,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Seabirds,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Silhouettes,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Skies and Cloud,1,0,1,0.500
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Skylines,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Spring,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Sunrise and Sunset,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Trees,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Waterbirds,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Waterfronts and Harbours,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Wild Cats,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Winter,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Woodland,0,0,0,0.000
above-the-clouds,"Tenerife, January 2026",Landscape,Spain,2026,Young Animals,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Acacias,1,1,1,1.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Aircraft,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Antelope,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Autumn,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Bees,0,1,1,1.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Big Five,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Birds,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Birds in Flight,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Birds of Prey,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Boats and Ships,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Coast and Sea,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Drought,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Elephants,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Feeding,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Flowers,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Fungi,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Gulls,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Insects,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Martello Towers,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Mountains,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Reflections,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Seabirds,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Silhouettes,1,1,1,1.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Skies and Cloud,1,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Skylines,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Spring,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Sunrise and Sunset,1,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Trees,1,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Waterbirds,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Waterfronts and Harbours,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Wild Cats,0,0,1,0.500
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Winter,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Woodland,0,0,0,0.000
acacia-in-the-dawn-haze,"Amboseli, October 2025",Landscape,Kenya,2025,Young Animals,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Acacias,1,1,1,1.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Aircraft,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Antelope,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Autumn,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Bees,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Big Five,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Birds,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Birds in Flight,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Birds of Prey,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Boats and Ships,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Coast and Sea,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Drought,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Elephants,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Feeding,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Flowers,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Fungi,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Gulls,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Insects,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Martello Towers,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Mountains,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Reflections,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Seabirds,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Silhouettes,1,1,1,1.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Skies and Cloud,1,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Skylines,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Spring,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Sunrise and Sunset,1,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Trees,1,1,1,1.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Waterbirds,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Waterfronts and Harbours,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Wild Cats,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Winter,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Woodland,0,0,0,0.000
acacias-at-dawn,"Maasai Mara, October 2025",Landscape,Kenya,2025,Young Animals,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Acacias,1,1,1,1.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Aircraft,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Antelope,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Autumn,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Bees,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Big Five,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Birds,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Birds in Flight,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Birds of Prey,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Boats and Ships,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Coast and Sea,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Drought,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Elephants,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Feeding,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Flowers,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Fungi,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Gulls,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Insects,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Martello Towers,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Mountains,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Reflections,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Seabirds,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Silhouettes,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Skies and Cloud,1,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Skylines,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Spring,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Sunrise and Sunset,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Trees,1,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Waterbirds,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Waterfronts and Harbours,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Wild Cats,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Winter,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Woodland,0,0,0,0.000
acacias-under-a-storm-sky,"Enkewa, October 2025",Landscape,Kenya,2025,Young Animals,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Acacias,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Aircraft,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Antelope,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Autumn,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Bees,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Big Five,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Birds,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Birds in Flight,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Birds of Prey,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Boats and Ships,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Coast and Sea,1,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Drought,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Elephants,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Feeding,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Flowers,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Fungi,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Gulls,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Insects,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Martello Towers,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Mountains,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Reflections,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Seabirds,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Silhouettes,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Skies and Cloud,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Skylines,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Spring,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Sunrise and Sunset,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Trees,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Waterbirds,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Waterfronts and Harbours,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Wild Cats,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Winter,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Woodland,0,0,0,0.000
across-the-sound,"Dalkey Island, June 2026",Landscape,Ireland,2026,Young Animals,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Acacias,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Aircraft,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Antelope,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Autumn,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Bees,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Big Five,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Birds,1,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Birds in Flight,1,0,1,0.500
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Birds of Prey,1,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Boats and Ships,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Coast and Sea,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Drought,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Elephants,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Feeding,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Flowers,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Fungi,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Gulls,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Insects,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Martello Towers,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Mountains,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Reflections,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Seabirds,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Silhouettes,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Skies and Cloud,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Skylines,0,0,0,0.000
african-fish-eagle,"Lake Naivasha, October 2025",Wildlife,Kenya,2025,Spring,0,0,0,0.000
